name;country;city;company;system;ebikes;latitude;longitude
nextbike Roudnice nad Labem;Czechia;Roudnice nad Labem;Nextbike GmbH;Nextbike;No especificado;50,4235;14,2571
Rower Miejski w Ostrowie Wielkopolskim;Poland;Ostrów Wielkopolski;Nextbike GmbH;Nextbike;No especificado;51,6368;17,7958
Rower Powiatowy Sokołów Podlaski;Poland;Sokołów Podlaski;Nextbike GmbH;Nextbike;No especificado;52,4093;22,2526
Nextbike;Germany;Rüsselsheim am Main;Nextbike GmbH;Nextbike;No especificado;49,9881;8,42142
nextbike Rychnovsko;Czechia;Rychnovsko;Nextbike GmbH;Nextbike;No especificado;50,1668;16,2828
S11-Bike;Germany;S11-Bike;Nextbike GmbH;Nextbike;No especificado;50,9817;7,07107
Nextbike;Bosnia and Herzegovina;Sarajevo;Nextbike GmbH;Nextbike;No especificado;43,85;18,39
Nextbike;Switzerland;Sarnen;Nextbike GmbH;Nextbike;No especificado;46,8963;8,24614
Nextbike;Switzerland;Stans;Nextbike GmbH;Nextbike;No especificado;46,9593;8,36836
Nextbike;Switzerland;Stansstad;Nextbike GmbH;Nextbike;No especificado;46,9801;8,34098
Nextbike;United Kingdom;Stirling;Nextbike GmbH;Nextbike;No especificado;56,1165;-3,9369
nextbike Šumperk;Czechia;Šumperk;Nextbike GmbH;Nextbike;No especificado;49,9726;16,9994
Nextbike;Switzerland;Sursee;Nextbike GmbH;Nextbike;No especificado;47,1713;8,10877
System Rowerów Miejskich w Pszczynie;Poland;Pszczyna;Nextbike GmbH;Nextbike;No especificado;49,9778;18,9423
Tarnowski Rower Miejski;Poland;Tarnów;Nextbike GmbH;Nextbike;No especificado;50,0133;20,9856
Topoloveni Bike;Romania;Topoloveni;Nextbike GmbH;Nextbike;No especificado;44,8082;25,084
Nextbike;Czechia;Třebíč;Nextbike GmbH;Nextbike;No especificado;49,2149;15,8794
nextbike Trutnov;Czechia;Trutnov;Nextbike GmbH;Nextbike;No especificado;50,5616;15,9126
Tuba Bike;Portugal;Barcelos;Nextbike GmbH;Nextbike;No especificado;41,5616;-8,56778
Nextbike;Bosnia and Herzegovina;Tuzla;Nextbike GmbH;Nextbike;No especificado;44,5392;18,675
Tychowski Rower Miejski;Poland;Tychowo;Nextbike GmbH;Nextbike;No especificado;53,9262;16,2591
nextbike Uherské Hradiště;Czechia;Uherské Hradiště;Nextbike GmbH;Nextbike;No especificado;49,0678;17,4665
nextbike Uničov;Czechia;Uničov;Nextbike GmbH;Nextbike;No especificado;49,7708;17,1164
Nextbike;Czechia;Valašské Meziříčí - Zašová - Vsetín - Rožnov pod Radhoštěm;Nextbike GmbH;Nextbike;No especificado;49,4725;17,9765
Velo City;Romania;Alba Iulia;Nextbike GmbH;Nextbike;No especificado;46,0687;23,5746
Velo City;Romania;Buzău;Nextbike GmbH;Nextbike;No especificado;45,1504;26,8188
Nextbike;Croatia;Vinkovci;Nextbike GmbH;Nextbike;No especificado;45,3082;18,823
Nextbike;Belgium;Vlaamse Rand;Nextbike GmbH;Nextbike;No especificado;50,646;4,62524
VMOBIL Rad;Austria;Dornbirn;Nextbike GmbH;Nextbike;No especificado;47,4121;9,74456
nextbike Vrchlabí;Czechia;Vrchlabí;Nextbike GmbH;Nextbike;No especificado;50,6222;15,6126
Nextbike;Germany;Wiesbaden;Nextbike GmbH;Nextbike;No especificado;50,0709;8,24322
Włower - Włocławski Rower Miejski;Poland;Włocławek;Nextbike GmbH;Nextbike;No especificado;52,6639;19,0681
Nextbike;Switzerland;Wolfenschiessen;Nextbike GmbH;Nextbike;No especificado;46,9079;8,39767
Wolsztyński Rower Miejski;Poland;Wolsztyn;Nextbike GmbH;Nextbike;No especificado;52,113;16,1166
Nextbike;Croatia;Zagreb;Nextbike GmbH;Nextbike;No especificado;45,7984;15,9789
nextbike Ždár nad Sázavou;Czechia;Žďár nad Sazávou;Nextbike GmbH;Nextbike;No especificado;49,568;15,9486
nextbike Zlín;Czechia;Zlín;Nextbike GmbH;Nextbike;No especificado;49,238;17,6788
Żyrardowski Rower Miejski;Poland;Żyrardów;Nextbike GmbH;Nextbike;No especificado;52,054;20,4414
Nibelungen-Bike;Germany;Braunschweig;Nextbike GmbH;Nextbike;No especificado;52,2597;10,5307
Nomago Bikes - GO2GO;Slovenia;Nova Gorica;Nextbike GmbH;Nextbike;No especificado;45,9576;13,6406
GO2GO - Gorizia;Italy;Gorizia;Nextbike GmbH;Nextbike;No especificado;45,9469;13,6208
Nomago Bikes - LJUBLJANA;Slovenia;Ljubljana;Nextbike GmbH;Nextbike;No especificado;46,0577;14,5013
Nomago Bikes - ZANAPREJ;Slovenia;Zagorje ob Savi;Nextbike GmbH;Nextbike;No especificado;46,1392;14,9785
NomagoBikes;Slovenia;Celje;Nextbike GmbH;Nextbike;No especificado;46,2388;15,2693
NomagoBikes;Slovenia;Laško;Nextbike GmbH;Nextbike;No especificado;46,1458;15,2312
NotoinBici;Italy;Noto;Comunicare S.r.l.;Bicincittà;No especificado;36,889437754839854;15,074658393859863
Novara;Italy;Novara;Comunicare S.r.l.;Bicincittà;No especificado;45,44574;8,622165
누비자 (Nubija);Korea, Republic of;창원시 (Changwon);Changwon City;No especificado;No especificado;35,22369091380072;128,67059887227657
Olbia Bike;Italy;Olbia;Comunicare S.r.l.;Bicincittà;No especificado;40,9240543;9,4994397
Heartland BCycle;United States;Omaha, NE;BCycle, LLC;BCycle;No especificado;41,25832;-96,00853
Općina Brinje;Croatia;Brinje;Nextbike GmbH;Nextbike;No especificado;44,9977;15,1258
Optymo;France;Belfort;SMTC 90;No especificado;No especificado;47,641111;6,849444
Bysykkel;Norway;Oslo;Urban Sharing AS;No especificado;No especificado;59,913869;10,752245
Comunità Montana Valli dell'Ossola;Italy;Santa Maria Maggiore - Malesco - Villette;Comunicare S.r.l.;Bicincittà;No especificado;46,127196;8,499169
ostro.bike;Poland;Ostrołęka;ROOVEE S.A.;No especificado;No especificado;53,080390797;21,587760143
OV-fiets;Netherlands;Nederland;NS Groep NV;No especificado;No especificado;52,1449;5,5603
Parkinbici;Italy;Parco Nazionale del Gargano;Comunicare S.r.l.;Bicincittà;No especificado;41,7817081;15,8516421
Mi Muovo in Bici;Italy;Parma;Comunicare S.r.l.;Bicincittà;No especificado;44,801485;10,3279036
Passo Fundo Vai de Bici;Brazil;Passo Fundo;Mobhis Automação Urbana;Mobhis;No especificado;-28,2555;-52,3981
Pavia in bici;Italy;Pavia;Comunicare S.r.l.;Bicincittà;No especificado;45,1847248;9,1582069
PeaceHealth Rides;United States;Eugene, OR;Social Bicycles Inc.;No especificado;No especificado;44,0502;-123,0949
Périvélo;France;Grand Périgueux;Ecovelo;Ecovelo;Sí;45,1929;0,7217
Les Petites Reines;France;Les Sables d'Olonne;Ecovelo;Ecovelo;Sí;46,4971;-1,7805
Mi Muovo in Bici;Italy;Piacenza;Comunicare S.r.l.;Bicincittà;No especificado;45,0473754;9,6865813
PickeBike Aubonne;Switzerland;Aubonne;PickeBike;No especificado;No especificado;46,4949;6,3963
PickeBike Basel;Switzerland;Basel;PickeBike;No especificado;No especificado;47,5579;7,5902
PickeBike Fribourg;Switzerland;Fribourg;PickeBike;No especificado;No especificado;46,8039;7,1505
Pinerolo;Italy;Pinerolo;Comunicare S.r.l.;Bicincittà;No especificado;44,8850256;7,3499953
Pogoh;United States;Pittsburgh, PA;Bike Share Pittsburgh Inc.;No especificado;No especificado;40,4406;-79,9893
Pombike;Portugal;Pombal;SOLTRÁFEGO, SA;Soltrafego;No especificado;39,915278;-8,632222
Pony;France;Nice;Pony;No especificado;No especificado;43,695949;7,271413
Pordenone;Italy;Pordenone;Comunicare S.r.l.;Bicincittà;No especificado;45,94790101663391;12,674491020251475
Portofino Park and Bike;Italy;Santa Margherita Ligure - Portofino - Camogli;Comunicare S.r.l.;Bicincittà;No especificado;44,335084;9,211264
Prata Camportaccio;Italy;Prata Camportaccio;Comunicare S.r.l.;Bicincittà;No especificado;46,3042146;9,3964914
PRM Szprychy;Poland;Polkowice;ROOVEE S.A.;No especificado;No especificado;51,502710002;16,063157801
PubliBike;Switzerland;Aargau;PubliBike AG;PubliBike;No especificado;47,53504962855389;8,230456807479072
PubliBike;Switzerland;Basel;PubliBike AG;PubliBike;No especificado;47,5578;7,5872
PubliBike;Switzerland;Bern;PubliBike AG;PubliBike;No especificado;46,9482;7,4527
PubliBike;Switzerland;Fribourg;PubliBike AG;PubliBike;No especificado;46,8045;7,1479
PubliBike;Switzerland;Neuchâtel;PubliBike AG;PubliBike;No especificado;47,1043199;6,831407
PubliBike;Switzerland;Ticino;PubliBike AG;PubliBike;No especificado;45,988659433005196;8,94531544336032
PubliBike;Switzerland;Uri;PubliBike AG;PubliBike;No especificado;46,6336;8,5922
PubliBike;Switzerland;Valais;PubliBike AG;PubliBike;No especificado;46,25526565861761;7,425476146627048
PubliBike;Switzerland;Vaud;PubliBike AG;PubliBike;No especificado;46,514554;6,619263
PubliBike;Switzerland;Zürich;PubliBike AG;PubliBike;No especificado;47,3729;8,5409
Qrobici;Mexico;Santiago de Querétaro;Municipio de Querétaro;No especificado;No especificado;20,5939;-100,3958
Graben - ready4green;Germany;Graben;Nextbike GmbH;Nextbike;No especificado;51,1242;10,8984
Redding BCycle;United States;Redding, CA;BCycle, LLC;BCycle;No especificado;40,5875;-122,386
Reddy Bike Share;United States;Buffalo, NY;Shared Mobility Inc.;No especificado;No especificado;42,89373841865211;-78,8718044757843
Mi Muovo in Bici;Italy;Reggio Emilia;Comunicare S.r.l.;Bicincittà;No especificado;44,6989932;10,6296859
Regivelo;Switzerland;Kreuzlingen;Regivelo;No especificado;No especificado;47,646;9,1716
mobic;Germany;REVG;Rhein-Erft-Verkehrsgesellschaft mbH;Nextbike;No especificado;50,8493;6,6687
Rietinbici;Italy;Rieti;Comunicare S.r.l.;Bicincittà;No especificado;42,40262397383167;12,86099910736084
Mi Muovo in Bici;Italy;Rimini;Comunicare S.r.l.;Bicincittà;No especificado;44,0570817;12,5646003
Rivibike;Brazil;Riviera de São Lourenço;Sobloco Construtora S/A;No especificado;No especificado;-23,7998;-46,0223
RMBikes;Portugal;Rio Maior;Município de Rio Maior;No especificado;Sí;39,3374;-8,9374
Roovee;Poland;Ciechanów;ROOVEE S.A.;No especificado;No especificado;52,86992476;20,617345352
Roovee;Poland;Czeladź;ROOVEE S.A.;No especificado;No especificado;50,31445755;19,077203902
Roovee;Poland;Gniezno;ROOVEE S.A.;No especificado;No especificado;52,527823832;17,601563168
Roovee;Poland;Kielce;ROOVEE S.A.;No especificado;No especificado;50,860978658;20,608948314
Roovee;Poland;Nakło nad Notecią;ROOVEE S.A.;No especificado;No especificado;53,140674703;17,60146548
Roovee;Poland;Oleśnica;ROOVEE S.A.;No especificado;No especificado;51,206325602;17,383480081
Roovee;Poland;Płock;ROOVEE S.A.;No especificado;No especificado;52,525296616;19,760503197
Pniewy;Poland;Pniewy;ROOVEE S.A.;No especificado;No especificado;52,510388844;16,261345768
Roovee;Poland;Pułtusk;ROOVEE S.A.;No especificado;No especificado;52,706523832;21,082556221
Roovee;Poland;Rawicz;ROOVEE S.A.;No especificado;No especificado;51,609308994;16,951024748
Roovee;Poland;Skarżysko-Kamienna;ROOVEE S.A.;No especificado;No especificado;51,119959411;20,858462632
Roovee;Poland;Stalowa Wola;ROOVEE S.A.;No especificado;No especificado;50,561969276;22,030243226
Roovee;Poland;Starachowice;ROOVEE S.A.;No especificado;No especificado;51,040186137;21,079107833
Roovee;Poland;Suwałki;ROOVEE S.A.;No especificado;No especificado;54,099941497;22,931711608
Roovee;Poland;Szczecin;ROOVEE S.A.;No especificado;No especificado;53,428473692;14,540275071
WRM;Poland;Wągrowiec;ROOVEE S.A.;No especificado;No especificado;52,809527618;17,202642676
RTC Bike Share;United States;Las Vegas, NV;RTC Southern Nevada, Inc;BCycle;No especificado;36,1438;-115,15682
Rubis'Vélo;France;Bourg-en-Bresse;Ecovelo;Ecovelo;No especificado;46,2056;5,2289
RVA Bike Share;United States;Richmond, VA;Richmond Department of Public Works;No especificado;Sí;37,53833;-77,43464
Saluzzo;Italy;Saluzzo;Comunicare S.r.l.;Bicincittà;No especificado;44,6445404;7,492735499999999
SWell Cycle;United States;San Antonio, TX;BCycle, LLC;BCycle;No especificado;29,43701;-98,48236
Santa Barbara BCycle;United States;Santa Barbara, CA;BCycle, LLC;BCycle;No especificado;34,42178;-119,7001
Santa Cruz BCycle;United States;Santa Cruz, CA;BCycle, LLC;BCycle;No especificado;36,97484;-122,0277
Sântana Velo;Romania;Sântana;PBSC Urban Solutions;No especificado;No especificado;46,3461;21,5064
Santander Cycles;United Kingdom;London;PBSC;Bixi;No especificado;51,51121389999999;-0,1198244
Santander Cycles;United Kingdom;Swansea;Nextbike GmbH;Nextbike;No especificado;51,6106;-3,9764
Santander Mönchengladbach;Germany;Mönchengladbach;Nextbike GmbH;Nextbike;No especificado;51,1817;6,43578
SAP Walldorf;Germany;Walldorf;Nextbike GmbH;Nextbike;No especificado;49,2945;8,62324
Savigliano;Italy;Savigliano;Comunicare S.r.l.;Bicincittà;No especificado;44,6470327;7,662463499999999
Savona;Italy;Savona;Comunicare S.r.l.;Bicincittà;No especificado;44,29516444397244;8,463126708984431
Biciklanc;Slovenia;Vrhnika;SC bikes;No especificado;No especificado;45,9704;14,299
Dolenjska in Bela Krajina Bike;Slovenia;Novo mesto;SC bikes;No especificado;No especificado;45,773;15,1253
Kras Brkini Bikes;Slovenia;Sežana;SC bikes;No especificado;No especificado;45,7243;13,8776
Kulu Valley Bikes;Slovenia;Ajdovščina;SC bikes;No especificado;No especificado;45,8922;13,8827
Pokolo;Slovenia;Litija;SC bikes;No especificado;No especificado;46,0628;14,772
Mobilno Obsotelje;Slovenia;Rogaška Slatina;SC bikes;No especificado;No especificado;46,2323;15,6375
Postojna Bikes;Slovenia;Postojna;SC bikes;No especificado;No especificado;45,7616;14,1888
Pomurje bike;Slovenia;Murska Sobota;SC bikes;No especificado;No especificado;46,6573;16,216
Scegli in Bici;Italy;Cremona;Comunicare S.r.l.;Bicincittà;No especificado;45,134914104864116;10,0222648619018
Sellero;Italy;Sellero;Comunicare S.r.l.;Bicincittà;No especificado;46,06304765446406;10,353434085845947
semo;France;Communauté d'agglomération Seine-Eure;Ecovelo;Ecovelo;No especificado;49,22;1,17
SENICA BAJK;Slovakia;Senica;Nextbike GmbH;Nextbike;No especificado;48,676;17,3642
Seoul Bike 따릉이;Korea, Republic of;Seoul;Seoul Metropolitan Government;No especificado;No especificado;37,5664;126,9785
Sevici;Spain;Sevilla;JCDecaux;Cyclocity;No especificado;37,3880961;-5,9823299
Sibiu Bike Share;Romania;Sibiu;PBSC Urban Solutions;No especificado;No especificado;45,7963;24,1518
Sitycleta;Spain;Las Palmas de Gran Canaria;Nextbike GmbH;Nextbike;No especificado;28,1236;-15,4366
SiXT;Latvia;Rīga;Nextbike GmbH;Nextbike;No especificado;56,9453;24,1033
Chełmski Rower;Poland;Chełm;Nextbike GmbH;Nextbike;No especificado;51,1344;23,4729
Skrova Bysykkel;Norway;Skrova;UIP Drift AS;No especificado;No especificado;68,1669;14,6611
Slatina Velo City;Romania;Slatina;Nextbike GmbH;Nextbike;No especificado;44,4299;24,3716
Slovnaft BAjk;Slovakia;Bratislava;Dopravný podnik Bratislava;No especificado;No especificado;48,1514;17,1056
SoBi;Canada;Hamilton, ON;Social Bicycles Inc.;No especificado;No especificado;43,25643601915583;-79,86929655075073
SoBi;United States;Long Beach, CA;Social Bicycles Inc.;No especificado;No especificado;33,76897;-118,19164
Sondrio;Italy;Sondrio;Comunicare S.r.l.;Bicincittà;No especificado;46,1698583;9,8787674
Speziainbici;Italy;La Spezia;Comunicare S.r.l.;Bicincittà;No especificado;44,1024504;9,824082599999999
Spin Los Angeles;United States;Los Angeles, CA;Bird Rides, Inc.;No especificado;No especificado;34,0522;-118,2437
Spin San Francisco;United States;San Francisco, CA;Bird Rides, Inc.;No especificado;No especificado;37,7749;-122,4194
sprintRAD;Germany;Hannover;Nextbike GmbH;Nextbike;No especificado;52,3721;9,73569
Sprottenflotte;Germany;Kiel;Donkey Republic;No especificado;No especificado;54,2837;10,13213
Śremski Rower Miejski;Poland;Śrem;ROOVEE S.A.;No especificado;No especificado;52,086502492;17,020360879
StadtLastenRad;Germany;Essen;Nextbike GmbH;Nextbike;No especificado;51,4577;7,0161
StadtRAD Hamburg;Germany;Hamburg;Deutsche Bahn AG;deutschebahn;No especificado;53,550308;10,00063
Stadtrad;Austria;Innsbruck;Nextbike GmbH;Nextbike;No especificado;47,2632;11,3961
StadtRAD Lüneburg;Germany;Lüneburg;Deutsche Bahn AG;deutschebahn;No especificado;53,248697;10,407776
RegioRadStuttgart;Germany;Stuttgart;Deutsche Bahn AG;deutschebahn;No especificado;48,778147;9,1801512
Hvar;Croatia;Stari Grad;Nextbike GmbH;Nextbike;No especificado;43,1841;16,5886
Styr & Ställ (Sweden, Göteborg);Sweden;Göteborg;Nextbike GmbH;Nextbike;No especificado;57,6902;11,9881
Summit Bike Share;United States;Park City, UT;Summit County Department of Transportation;No especificado;Sí;40,6474;-111,4981
Tallinja Bike;Malta;Valletta - Malta - Gozo;Instituto Tecnológico de Castilla y León (ITCL);bicicard;No especificado;35,8992;14,5141
Vélo tanlib;France;Niort;Ecovelo;Ecovelo;Sí;46,3258;-0,4606
Tashu;Korea, Republic of;대전 (Daejeon);Daejeon Metropolitan City;No especificado;No especificado;36,349;127,3848
Tel-O-Fun;Israel;Tel Aviv-Yaffo, Giv'atayim, Ramat-Gan;FSM Ground Services Ltd.;fsm;No especificado;32,087053;34,789776
Tembici;Colombia;Bogotá;M1 Transportes Sustentáveis Ltda.;No especificado;No especificado;4,6569;-74,0656
Tempo Vélo;France;Agen;Ecovelo;Ecovelo;Sí;44,2049;0,6212
Terni;Italy;Terni;Comunicare S.r.l.;Bicincittà;No especificado;42,5636168;12,6426604
ThessBike;Greece;Thessaloniki;Brainbox Technology;EasyBike;No especificado;40,6403167;22,9352716
Donkey Republic Thun;Switzerland;Thun;Donkey Republic;No especificado;No especificado;46,7576;7,6287
Ti Vélo;France;Landernau;Fifteen SAS;No especificado;No especificado;48,4512;-4,2551
Tigullionbike;Italy;Sestri Levante - Lavagna;Comunicare S.r.l.;Bicincittà;No especificado;44,272554;9,395714
Tirano in Bici;Italy;Tirano;Comunicare S.r.l.;Bicincittà;No especificado;46,216168;10,1696056
Tarbes et Lourdes vls;France;Tarbes, Lourdes;Ecovelo;Ecovelo;Sí;43,23;0,07
TorrentBici;Spain;Torrent;Nextbike GmbH;Nextbike;No especificado;39,4319;-0,473
Torvelo;Poland;Toruń;ROOVEE S.A.;No especificado;No especificado;53,0138;18,5984
cyclocity;Japan;富山市;JCDecaux;Cyclocity;No especificado;36,6959518;137,2136768
Tradate;Italy;Tradate;Comunicare S.r.l.;Bicincittà;No especificado;45,70938576720161;8,915993391601548
Treviso;Italy;Treviso;Comunicare S.r.l.;Bicincittà;No especificado;45,6669011;12,243039
Trofinetes;Portugal;Trofa;Município de Trofa;No especificado;No especificado;41,3436;-8,553
Bysykkel;Norway;Trondheim;Urban Sharing AS;No especificado;No especificado;63,4307238;10,3936781
TUeBICI;Spain;Santander;UTE BICIS SANTANDER;Nextbike;No especificado;43,46230569999999;-3,8099803
Tugo Bike Share;United States;Tucson, AZ;PBSC Urban Solutions;No especificado;No especificado;32,2225;-110,9749
Twisto vélo;France;Caen;Fifteen;No especificado;No especificado;49,1813403;-0,3635615
Udine;Italy;Udine;Comunicare S.r.l.;Bicincittà;No especificado;46,0710668;13,2345794
Ugento;Italy;Ugento;Comunicare S.r.l.;Bicincittà;No especificado;39,9273518;18,1582962
UsedomRad;Germany;Usedom;Nextbike GmbH;Nextbike;No especificado;53,9779;13,9925
Ustica;Italy;Ustica;Comunicare S.r.l.;Bicincittà;No especificado;38,7031179;13,1682675
V³;France;Bordeaux;Keolis Bordeaux Métropole;No especificado;No especificado;44,837789;-0,57918
VAG_Rad;Germany;Nürnberg;VAG Verkehrs-Aktiengesellschaft;Nextbike;No especificado;49,4487;11,0794
VaiBike;Spain;Vilagarcía de Arousa;Instituto Tecnológico de Castilla y León (ITCL);bicicard;No especificado;42,5954;-8,7659
Valenbisi;Spain;Valencia;JCDecaux;Cyclocity;No especificado;39,4699075;-0,3762881
Valentine BCycle;United States;Valentine, NE;BCycle, LLC;BCycle;No especificado;42,8747;-100,5511
Vél'in;France;Calais;Veolia;Veloway;No especificado;50,95;1,85
Vélam;France;Amiens;JCDecaux;Cyclocity;No especificado;49,894067;2,295753
Velect’in;France;Calais;Ecovelo;Ecovelo;Sí;50,948056;1,856389
Vélhop;France;Strasbourg;Strasbourg Mobilités;Nextbike;No especificado;48,583611;7,748056
Vélib' Métropole;France;Paris;Smovengo;No especificado;Sí;48,856614;2,3522219
Vélibéo;France;Brive-la-Gaillarde;Ecovelo;Ecovelo;Sí;45,1583;1,5321
Vélitul;France;Laval;Cykleo SAS;Cykleo;No especificado;48,0706687;-0,7734022
VéliVert;France;Saint-Étienne;Fifteen;No especificado;No especificado;45,396667;4,290833
Vélô;France;Toulouse;JCDecaux;Cyclocity;No especificado;43,604652;1,444209
Velo Antwerpen;Belgium;Antwerpen;ClearChannel;SmartBike;No especificado;51,216667;4,4
Le Vélo Baulois;France;La Baule-Escoublac;Ecovelo;Ecovelo;Sí;47,2867;-2,3908
VélO2;France;Cergy;Nextbike GmbH;Nextbike;No especificado;49,03561699999999;2,060325
VeloBaie;France;Saint-Brieuc;VeloBaie;No especificado;No especificado;48,514;-2,765
Astana Bike;Kazakhstan;Astana;CTS;No especificado;No especificado;51,1283;71,4305
VéloCité;France;Besançon;JCDecaux;Cyclocity;No especificado;47,237829;6,024053899999999
Vélo'Cité;France;Laon;Ecovelo;Ecovelo;Sí;49,5639;3,6244
VéloCité;France;Mulhouse;Nextbike GmbH;Nextbike;No especificado;47,750839;7,335888
Vélos d’Aquí;France;Argelès-sur-Mer;Ecovelo;Ecovelo;Sí;42,5449;3,0235
Vélo Fluo;France;Grand Est;Fifteen SAS;No especificado;No especificado;48,484322;6,114004
Veloh;Luxembourg;Luxembourg;JCDecaux;Cyclocity;No especificado;49,6301025;6,1520185
Vël'Ok;Luxembourg;Esch-sur-alzette;CIGL ESCH;Velok;Sí;49,5024;5,9722
Vélomagg;France;Montpellier;TaM;No especificado;No especificado;43,6119;3,8772
Vélo MAT;France;Saint-Malo;Fifteen SAS;Fifteen;No especificado;48,64;-2,0
Vélo Modalis;France;Ligne TER Royan - Angoulême;Fifteen SAS;Fifteen;No especificado;45,7;-0,33
Vélonecy;France;Annecy;Communauté d'Agglomération du Grand Annecy;No especificado;No especificado;45,8997;6,1233
VéloPartage;Switzerland;Genève;Genèveroule;No especificado;No especificado;46,2021;6,1457
Vélo+/VéloTAO;France;Orléans;Cykleo SAS;Cykleo;No especificado;47,9027336;1,9086066
Vélopop;France;Avignon;TCRA Public Transport Region Avignon;No especificado;No especificado;43,943689;4,805833
vélOstan'lib;France;Nancy;JCDecaux;Cyclocity;No especificado;48,692054;6,184417
Vélo'V;France;Lyon;JCDecaux;Cyclocity;No especificado;45,764043;4,835659
VéloZef;France;Brest;Fifteen SAS;No especificado;No especificado;48,3905;-4,48732
vélYcéo;France;Saint-Nazaire;Ecovelo;Ecovelo;Sí;47,2806;-2,2086
Venezia;Italy;Venezia;Comunicare S.r.l.;Bicincittà;No especificado;45,4408474;12,3155151
Vercelli;Italy;Vercelli;Comunicare S.r.l.;Bicincittà;No especificado;45,32022720000001;8,418573499999999
VerdeCiclos;Spain;Caldas de Reis;Instituto Tecnológico de Castilla y León (ITCL);bicicard;No especificado;42,6041;-8,6419
VETURILO 3.0;Poland;Warszawa;Nextbike GmbH;Nextbike;No especificado;52,2581;20,9949
VIA Vélo;France;Val d'Ille-Aubigné;Ecovelo;Ecovelo;Sí;48,2181;-1,6947
villo;Belgium;Bruxelles;JCDecaux;Cyclocity;No especificado;50,8503396;4,3517103
Cyclocity;Lithuania;Vilnius;JCDecaux;Cyclocity;No especificado;54,6871555;25,2796514
Vilvolt;France;Épinal;Vilvolt CA Épinal;No especificado;No especificado;48,1833;6,4508
Vitelinhas;Portugal;Fafe;Município de Fafe;No especificado;Sí;41,4513;-8,1728
Vive Villarcayo;Spain;Villarcayo;Instituto Tecnológico de Castilla y León (ITCL);bicicard;No especificado;42,9384;-3,5724
V'Lille;France;Lille;Keolis;Keolis;No especificado;50,62925;3,057256
VRNnextbike;Germany;Rhein-Neckar;Nextbike GmbH;Nextbike;No especificado;49,4;8,5
VVT REGIORAD;Austria;Tirol;Nextbike GmbH;Nextbike;No especificado;47,2;11,532
TFI Bikes;Ireland;Waterford;The National Transport Authority;TFI Bikes;No especificado;52,2475049;-7,1130299
WE-cycle;United States;Aspen, CO;PBSC;No especificado;No especificado;39,194951;-106,837002
We Love bike;Italy;Lodi;Comunicare S.r.l.;Bicincittà;No especificado;45,3097228;9,503715999999999
westBike;Germany;Erkelenz;Nextbike GmbH;Nextbike;No especificado;51,0753;6,31233
westBike;Germany;Geilenkirchen;Nextbike GmbH;Nextbike;No especificado;50,9671;6,11886
westBike;Germany;Heinsberg;Nextbike GmbH;Nextbike;No especificado;51,0597;6,11849
westBike;Germany;Hückelhoven;Nextbike GmbH;Nextbike;No especificado;51,0529;6,21933
westBike;Germany;Wegberg;Nextbike GmbH;Nextbike;No especificado;51,1427;6,2813
WESTcargo Bath;United Kingdom;Bath;Nextbike GmbH;Nextbike;No especificado;51,3814;-2,35519
WESTcargo Bristol;United Kingdom;Bristol;Nextbike GmbH;Nextbike;No especificado;51,4587;-2,57355
WhiteBikes;Slovakia;Bratislava;Open Source Bike Share;Open Source Bike Share;No especificado;48,149424;17,113922
WienMobil Rad;Austria;Wien;Nextbike GmbH;Nextbike;No especificado;48,2081743;16,3738189
WinsenRad;Germany;Winsen (Luhe);Nextbike GmbH;Nextbike;No especificado;53,3547;10,2067
Bre.Bike;Germany;Bremen;Nextbike GmbH;Nextbike;No especificado;53,0781;8,80132
Wolf Ride Bike Share (Stony Brook University);United States;Stony Brook;Stony Brook University;No especificado;No especificado;40,9124;-73,1249
WRM;Poland;Wrocław;Nextbike GmbH;Nextbike;No especificado;51,1093;17,0372
wupsiRad Leverkusen;Germany;Leverkusen;Nextbike GmbH;Nextbike;No especificado;51,0732;7,00814
Xi'an Public Bicycle;China;西安 (Xi'an);西安城市公共自行车服务管理有;No especificado;No especificado;34,2688;108,9458
Yélo Vélo;France;La Rochelle;Communauté d'Agglomération de La Rochelle;No especificado;No especificado;46,1591;-1,1509
YouBike;Taiwan, Province of China;台灣 Chiayi City;YouBike Co., Ltd.;YouBike;No especificado;23,4797;120,4397
YouBike;Taiwan, Province of China;嘉義縣 Chiayi County;YouBike Co., Ltd.;YouBike;No especificado;23,4592;120,2927
YouBike;Taiwan, Province of China;光復鄉 Guangfu Township;YouBike Co., Ltd.;YouBike;No especificado;23,6661;121,4215
YouBike;Taiwan, Province of China;新竹市 Hsinchu City;YouBike Co., Ltd.;YouBike;No especificado;24,8018;120,9714
YouBike;Taiwan, Province of China;新竹縣 Hsinchu County;YouBike Co., Ltd.;YouBike;No especificado;24,8269;121,0129
YouBike;Taiwan, Province of China;新竹科學工業園區 Hsinchu Science Park;YouBike Co., Ltd.;YouBike;No especificado;24,7818;121,005
YouBike;Taiwan, Province of China;高雄市 Kaohsiung City;YouBike Co., Ltd.;YouBike;No especificado;22,6314;120,3018
YouBike;Taiwan, Province of China;台灣 Miaoli County;YouBike Co., Ltd.;YouBike;No especificado;24,5648;120,8185
YouBike;Taiwan, Province of China;新北市 New Taipei;YouBike Co., Ltd.;YouBike;No especificado;25,0169826;121,4627868
